name,uid,guid,id,height,weight,age,position,jersey,salary,birthDate,headshot,lastName,experience,college,birthPlace,height_cm,team,hand
Kenrich Williams,s:40~l:46~a:3133626,5dbafed64f212177c97368422587ed03,3133626,"6' 6""",210 lbs,27,SF,34,"$2,000,000",12/02/94,https://a.espncdn.com/i/headshots/nba/players/full/3133626.png,Kenrich Williams,4,TCU,"Waco, TX",198.12,Oklahoma City Thunder,
Keljin Blevins,s:40~l:46~a:3152335,a1807561865290e9af9dd330ea311579,3152335,"6' 4""",200 lbs,26,SF,21,0,11/24/95,https://a.espncdn.com/i/headshots/nba/players/full/3152335.png,Keljin Blevins,1,Montana State,"Hot Springs, AR",193.04,Portland Trail Blazers,
Robert Covington,s:40~l:46~a:2490620,969cb082ed9d6eb2cc9ca8cdea54b5a9,2490620,"6' 7""",209 lbs,30,PF,33,"$12,975,471",12/14/90,https://a.espncdn.com/i/headshots/nba/players/full/2490620.png,Robert Covington,8,Tennessee State,"Bellwood, IL",200.66,Portland Trail Blazers,
CJ Elleby,s:40~l:46~a:4397166,ebe9f3d86d2d814b47bac629e772abb8,4397166,"6' 6""",200 lbs,21,SG,16,"$1,517,981",06/16/00,https://a.espncdn.com/i/headshots/nba/players/full/4397166.png,CJ Elleby,1,Washington State,"Seattle, WA",198.12,Portland Trail Blazers,
Damian Lillard,s:40~l:46~a:6606,c6bdd0b0217620899b411ca3540f64f4,6606,"6' 2""",195 lbs,31,PG,0,"$39,344,900",07/15/90,https://a.espncdn.com/i/headshots/nba/players/full/6606.png,Damian Lillard,9,Weber State,"Oakland, CA",187.96,Portland Trail Blazers,
Nassir Little,s:40~l:46~a:4395652,61b001c112dfd565f73068d21db8c7c2,4395652,"6' 5""",220 lbs,21,SF,9,"$2,316,240",02/11/00,https://a.espncdn.com/i/headshots/nba/players/full/4395652.png,Nassir Little,2,North Carolina,"Orange Park, FL",195.57999999999998,Portland Trail Blazers,
CJ McCollum,s:40~l:46~a:2490149,650bab3db658cba4a596044c1e1fa8c0,2490149,"6' 3""",190 lbs,30,SG,3,"$30,864,198",09/19/91,https://a.espncdn.com/i/headshots/nba/players/full/2490149.png,CJ McCollum,8,Lehigh,"Canton, OH",190.5,Portland Trail Blazers,B
Ben McLemore,s:40~l:46~a:2578213,9388d3454216dbdab0924b1fa8b3ac99,2578213,"6' 3""",195 lbs,28,SG,23,"$1,669,178",02/11/93,https://a.espncdn.com/i/headshots/nba/players/full/2578213.png,Ben McLemore,8,Kansas,"Saint Louis, MO",190.5,Portland Trail Blazers,
Jusuf Nurkic,s:40~l:46~a:3102530,f8a22884a6a539a49d691cbb729288c9,3102530,"6' 11""",290 lbs,27,C,27,"$12,000,000",08/23/94,https://a.espncdn.com/i/headshots/nba/players/full/3102530.png,Jusuf Nurkic,7,,"Tuzla, Bosnia & Herzegovina",210.82,Portland Trail Blazers,
Norman Powell,s:40~l:46~a:2595516,4941d0401812cbb027bf598cd624bc84,2595516,"6' 3""",215 lbs,28,SF,24,"$15,517,241",05/25/93,https://a.espncdn.com/i/headshots/nba/players/full/2595516.png,Norman Powell,6,UCLA,"San Diego, CA",190.5,Portland Trail Blazers,
Anfernee Simons,s:40~l:46~a:4351851,95170b60db18eac2dca06cbf4bc24884,4351851,"6' 3""",181 lbs,22,SG,1,"$3,938,818",06/08/99,https://a.espncdn.com/i/headshots/nba/players/full/4351851.png,Anfernee Simons,3,,"Altamonte Springs, FL",190.5,Portland Trail Blazers,L
Tony Snell,s:40~l:46~a:2528353,634c1dd6641d4fd96a8a685d8507f32e,2528353,"6' 6""",213 lbs,30,SF,17,"$1,669,178",11/10/91,https://a.espncdn.com/i/headshots/nba/players/full/2528353.png,Tony Snell,8,New Mexico,"Riverside, CA",198.12,Portland Trail Blazers,
Trendon Watford,s:40~l:46~a:4431675,ca7a400f-b224-3c2d-a302-7868d85db57e,4431675,"6' 8""",237 lbs,21,PF,2,0,11/09/00,https://a.espncdn.com/i/headshots/nba/players/full/4431675.png,Trendon Watford,0,LSU,"Birmingham, AL",203.2,Portland Trail Blazers,R
Cody Zeller,s:40~l:46~a:2579258,5456b3d07ec621ddc6692f79179b3861,2579258,"6' 11""",240 lbs,29,C,40,"$1,669,178",10/05/92,https://a.espncdn.com/i/headshots/nba/players/full/2579258.png,Cody Zeller,8,Indiana,"Washington, IN",210.82,Portland Trail Blazers,
Udoka Azubuike,s:40~l:46~a:4066299,93f70676ed3e3310245a2aeb3adaf44b,4066299,"7' 0""",270 lbs,22,C,20,"$2,075,880",09/17/99,https://a.espncdn.com/i/headshots/nba/players/full/4066299.png,Udoka Azubuike,1,Kansas,"Delta, Nigeria",213.36,Utah Jazz,
Bojan Bogdanovic,s:40~l:46~a:3593,b5bd6896a98efac1165e32596f78e8ff,3593,"6' 7""",226 lbs,32,SF,44,"$18,700,000",04/18/89,https://a.espncdn.com/i/headshots/nba/players/full/3593.png,Bojan Bogdanovic,7,,Yugoslavia,200.66,Utah Jazz,
Jared Butler,s:40~l:46~a:4395695,8cd821de3513c33d6f7fbe54abd40004,4395695,"6' 3""",193 lbs,21,SG,13,"$925,258",08/25/00,https://a.espncdn.com/i/headshots/nba/players/full/4395695.png,Jared Butler,0,Baylor,"Reserve, LA",190.5,Utah Jazz,
Jordan Clarkson,s:40~l:46~a:2528426,e50b7c1f0792372fd2b9ce80188f029f,2528426,"6' 4""",194 lbs,29,PG,00,"$12,420,000",06/07/92,https://a.espncdn.com/i/headshots/nba/players/full/2528426.png,Jordan Clarkson,7,Missouri,"San Antonio, TX",193.04,Utah Jazz,
Mike Conley,s:40~l:46~a:3195,5814198adcfd7d7f351caa2a79e5e8ee,3195,"6' 1""",175 lbs,34,PG,11,"$21,000,000",10/11/87,https://a.espncdn.com/i/headshots/nba/players/full/3195.png,Mike Conley,14,Ohio State,"Indianapolis, IN",185.42,Utah Jazz,
Malik Fitts,s:40~l:46~a:4066467,b704aea2fbb44795eb69b33d03231032,4066467,"6' 5""",230 lbs,24,F,24,0,07/04/97,https://a.espncdn.com/i/headshots/nba/players/full/4066467.png,Malik Fitts,1,Saint Mary's,"Rancho Cucamonga, CA",195.57999999999998,Utah Jazz,
Trent Forrest,s:40~l:46~a:4065656,1f0ec1a3caa12a93a640258340e2d5f0,4065656,"6' 4""",210 lbs,23,SG,3,0,06/12/98,https://a.espncdn.com/i/headshots/nba/players/full/4065656.png,Trent Forrest,1,Florida State,"Chipley, FL",193.04,Utah Jazz,B
Rudy Gay,s:40~l:46~a:3005,e9cee43543dd5ec7cbbff56089958daf,3005,"6' 8""",250 lbs,35,SF,8,"$5,890,000",08/17/86,https://a.espncdn.com/i/headshots/nba/players/full/3005.png,Rudy Gay,15,Connecticut,"Baltimore, MD",203.2,Utah Jazz,
Rudy Gobert,s:40~l:46~a:3032976,78795dbf3e02934ef796d6a71375c9f5,3032976,"7' 1""",258 lbs,29,C,27,"$35,344,828",06/26/92,https://a.espncdn.com/i/headshots/nba/players/full/3032976.png,Rudy Gobert,8,,France,215.9,Utah Jazz,
Elijah Hughes,s:40~l:46~a:4066446,6045ba0af8bb23f2751820000a551028,4066446,"6' 5""",215 lbs,23,SF,33,"$1,517,981",03/10/98,https://a.espncdn.com/i/headshots/nba/players/full/4066446.png,Elijah Hughes,1,Syracuse,"Beacon, NY",195.57999999999998,Utah Jazz,
Joe Ingles,s:40~l:46~a:2968436,110a16d50535c1e01e1efc9a7a080732,2968436,"6' 8""",220 lbs,34,SG,2,"$13,036,364",10/02/87,https://a.espncdn.com/i/headshots/nba/players/full/2968436.png,Joe Ingles,7,,"Adelaide, SA",203.2,Utah Jazz,R
Donovan Mitchell,s:40~l:46~a:3908809,6482ece5f90392e2ffdd13901fdd3a49,3908809,"6' 1""",215 lbs,25,SG,45,"$28,103,500",09/07/96,https://a.espncdn.com/i/headshots/nba/players/full/3908809.png,Donovan Mitchell,4,Louisville,"Greenwich, CT",185.42,Utah Jazz,
Miye Oni,s:40~l:46~a:4066851,2647df804774a071b4cf31ff181cac76,4066851,"6' 5""",206 lbs,24,SG,81,"$1,782,621",08/04/97,https://a.espncdn.com/i/headshots/nba/players/full/4066851.png,Miye Oni,2,Yale,"Northridge, CA",195.57999999999998,Utah Jazz,
Eric Paschall,s:40~l:46~a:3133817,b67e5e0fa5cb209355845d165a49407e,3133817,"6' 6""",255 lbs,25,F,0,"$1,782,621",11/04/96,https://a.espncdn.com/i/headshots/nba/players/full/3133817.png,Eric Paschall,2,Villanova,"North Tarrytown, NY",198.12,Utah Jazz,
Hassan Whiteside,s:40~l:46~a:4262,6fb93b5cd64c61b951c33d4442845c3a,4262,"7' 0""",265 lbs,32,C,21,"$1,669,178",06/13/89,https://a.espncdn.com/i/headshots/nba/players/full/4262.png,Hassan Whiteside,10,Marshall,"Gastonia, NC",213.36,Utah Jazz,
Nemanja Bjelica,s:40~l:46~a:4269,d2db86df2f09c977b5fe4941e20acd59,4269,"6' 9""",234 lbs,33,PF,8,"$1,669,178",05/09/88,https://a.espncdn.com/i/headshots/nba/players/full/4269.png,Nemanja Bjelica,6,,"Belgrade, Serbia",205.74,Golden State Warriors,
Chris Chiozza,s:40~l:46~a:3137795,9a990b112a42aa231daa2f2dbafd582e,3137795,"5' 11""",175 lbs,26,G,2,0,11/21/95,https://a.espncdn.com/i/headshots/nba/players/full/3137795.png,Chris Chiozza,3,Florida,"Memphis, TN",180.34,Golden State Warriors,R
Stephen Curry,s:40~l:46~a:3975,5dda51f150c966e12026400b73f34fad,3975,"6' 2""",185 lbs,33,PG,30,"$45,780,966",03/14/88,https://a.espncdn.com/i/headshots/nba/players/full/3975.png,Stephen Curry,12,Davidson,"Akron, OH",187.96,Golden State Warriors,
Jeff Dowtin,s:40~l:46~a:4066786,56dc854f14bd3119ca1afe83706b8426,4066786,"6' 3""",177 lbs,24,PG,4,0,05/10/97,https://a.espncdn.com/i/headshots/nba/players/full/4066786.png,Jeff Dowtin,0,Rhode Island,"Upper Marlboro, MD",190.5,Golden State Warriors,
Draymond Green,s:40~l:46~a:6589,de360720e41625f28a6bb5ff82616cb1,6589,"6' 6""",230 lbs,31,PF,23,"$24,026,712",03/04/90,https://a.espncdn.com/i/headshots/nba/players/full/6589.png,Draymond Green,9,Michigan State,"Saginaw, MI",198.12,Golden State Warriors,
Andre Iguodala,s:40~l:46~a:2386,542c1e9a0229a0d689fc9cd962be10cd,2386,"6' 6""",215 lbs,37,F,9,"$1,669,178",01/28/84,https://a.espncdn.com/i/headshots/nba/players/full/2386.png,Andre Iguodala,17,Arizona,"Springfield, IL",198.12,Golden State Warriors,
Jonathan Kuminga,s:40~l:46~a:4433247,fa4aeb82-1488-3163-b374-4e0cdd9cb23a,4433247,"6' 7""",225 lbs,19,PF,00,"$5,466,360",10/06/02,https://a.espncdn.com/i/headshots/nba/players/full/4433247.png,Jonathan Kuminga,0,,"Goma, Democratic Republic of Congo",200.66,Golden State Warriors,
Damion Lee,s:40~l:46~a:2595209,41fafb6d47a66d8f79f94161918541a4,2595209,"6' 5""",210 lbs,29,SG,1,"$1,910,860",10/21/92,https://a.espncdn.com/i/headshots/nba/players/full/2595209.png,Damion Lee,4,Louisville,"Baltimore, MD",195.57999999999998,Golden State Warriors,L
Kevon Looney,s:40~l:46~a:3155535,10a8e77b877324c69966f0c4618caad6,3155535,"6' 9""",222 lbs,25,C,5,"$5,178,572",02/06/96,https://a.espncdn.com/i/headshots/nba/players/full/3155535.png,Kevon Looney,6,UCLA,"Milwaukee, WI",205.74,Golden State Warriors,
Moses Moody,s:40~l:46~a:4432171,dd869c0b-ea23-34a4-ae00-f343db752592,4432171,"6' 5""",211 lbs,19,SG,4,"$3,562,200",05/31/02,https://a.espncdn.com/i/headshots/nba/players/full/4432171.png,Moses Moody,0,Arkansas,"Little Rock, AR",195.57999999999998,Golden State Warriors,
Jordan Poole,s:40~l:46~a:4277956,4b0492b5a52f267fe84098ef6d2e2bdf,4277956,"6' 4""",194 lbs,22,SG,3,"$2,161,440",06/19/99,https://a.espncdn.com/i/headshots/nba/players/full/4277956.png,Jordan Poole,2,Michigan,"Milwaukee, WI",193.04,Golden State Warriors,B
Klay Thompson,s:40~l:46~a:6475,3411530a7ab7e8dce4f165d59a559520,6475,"6' 6""",220 lbs,31,SG,11,"$37,980,720",02/08/90,https://a.espncdn.com/i/headshots/nba/players/full/6475.png,Klay Thompson,10,Washington State,"Los Angeles, CA",198.12,Golden State Warriors,
Andrew Wiggins,s:40~l:46~a:3059319,064c19d065276a21ca99fdfb296fe05d,3059319,"6' 7""",197 lbs,26,SF,22,"$31,579,390",02/23/95,https://a.espncdn.com/i/headshots/nba/players/full/3059319.png,Andrew Wiggins,7,Kansas,"Thornhill, ON",200.66,Golden State Warriors,
James Wiseman,s:40~l:46~a:4432808,78395694-832b-3357-8773-a07cc3ce782f,4432808,"7' 0""",240 lbs,20,C,33,"$9,166,800",03/31/01,https://a.espncdn.com/i/headshots/nba/players/full/4432808.png,James Wiseman,1,Memphis,"Nashville, TN",213.36,Golden State Warriors,
Nicolas Batum,s:40~l:46~a:3416,e83378ef622aa88412bb86482f9a84d2,3416,"6' 8""",230 lbs,32,PF,33,"$3,170,029",12/14/88,https://a.espncdn.com/i/headshots/nba/players/full/3416.png,Nicolas Batum,13,,"Lisieux, France",203.2,La Clippers,
Eric Bledsoe,s:40~l:46~a:4238,6ea0d15aaed36cb07413e47e5f04ddcf,4238,"6' 1""",214 lbs,31,SG,12,"$18,125,000",12/09/89,https://a.espncdn.com/i/headshots/nba/players/full/4238.png,Eric Bledsoe,11,Kentucky,"Birmingham, AL",185.42,La Clippers,
Amir Coffey,s:40~l:46~a:4066387,2f92cfa13e6f28633bfcaa45062ce909,4066387,"6' 7""",210 lbs,24,SG,7,0,06/17/97,https://a.espncdn.com/i/headshots/nba/players/full/4066387.png,Amir Coffey,2,Minnesota,"Hopkins, MN",200.66,La Clippers,
Paul George,s:40~l:46~a:4251,d7e5e918d53f018e9d15f9005b2390ad,4251,"6' 8""",220 lbs,31,SG,13,"$39,344,900",05/02/90,https://a.espncdn.com/i/headshots/nba/players/full/4251.png,Paul George,11,Fresno State,"Palmdale, CA",203.2,La Clippers,
Isaiah Hartenstein,s:40~l:46~a:4222252,1b8bb9099b5c2498030f1e5140c6eec8,4222252,"7' 0""",250 lbs,23,C,55,"$1,669,178",05/05/98,https://a.espncdn.com/i/headshots/nba/players/full/4222252.png,Isaiah Hartenstein,3,,"Eugene, OR",213.36,La Clippers,
Serge Ibaka,s:40~l:46~a:3439,2fe777baa2f3774ce617c8158c48e40c,3439,"6' 10""",235 lbs,32,C,9,"$9,720,900",09/18/89,https://a.espncdn.com/i/headshots/nba/players/full/3439.png,Serge Ibaka,12,,"Brazzaville, Congo",208.28,La Clippers,
Reggie Jackson,s:40~l:46~a:6443,f4f210d8024f8e2533dfc7291b278905,6443,"6' 2""",208 lbs,31,PG,1,"$10,384,500",04/16/90,https://a.espncdn.com/i/headshots/nba/players/full/6443.png,Reggie Jackson,10,Boston College,"Pordenone, Italy",187.96,La Clippers,L
Keon Johnson,s:40~l:46~a:4432192,4883c140-5314-3230-a1f4-c9b6185e5e6d,4432192,"6' 4""",185 lbs,19,SG,45,"$2,553,120",03/10/02,https://a.espncdn.com/i/headshots/nba/players/full/4432192.png,Keon Johnson,0,Tennessee,"Shelbyville, TN",193.04,La Clippers,
Luke Kennard,s:40~l:46~a:3913174,668a6a144003d79cc2520ece0a960d36,3913174,"6' 5""",206 lbs,25,SG,5,"$13,347,727",06/24/96,https://a.espncdn.com/i/headshots/nba/players/full/3913174.png,Luke Kennard,4,Duke,"Middletown, OH",195.57999999999998,La Clippers,
Kawhi Leonard,s:40~l:46~a:6450,87ff907cc68ca82d121537e05d0c62ef,6450,"6' 7""",225 lbs,30,SF,2,"$36,016,200",06/29/91,https://a.espncdn.com/i/headshots/nba/players/full/6450.png,Kawhi Leonard,10,San Diego State,"Los Angeles, CA",200.66,La Clippers,R
Terance Mann,s:40~l:46~a:3907823,14bc202c24586189f96432085299060a,3907823,"6' 5""",215 lbs,25,SG,14,"$1,782,621",10/18/96,https://a.espncdn.com/i/headshots/nba/players/full/3907823.png,Terance Mann,2,Florida State,"Brooklyn, NY",195.57999999999998,La Clippers,
Jason Preston,s:40~l:46~a:4397916,e941f675a6adae5c22dd690ff900acb4,4397916,"6' 3""",181 lbs,22,PG,17,"$1,062,303",08/10/99,https://a.espncdn.com/i/headshots/nba/players/full/4397916.png,Jason Preston,0,Ohio,"Orlando, FL",190.5,La Clippers,
Jay Scrubb,s:40~l:46~a:4683023,b9db32e6-8d34-382d-a0e8-a2e7e76d7de3,4683023,"6' 5""",220 lbs,21,SG,0,0,09/01/00,https://a.espncdn.com/i/headshots/nba/players/full/4683023.png,Jay Scrubb,1,John A. Logan College,"Louisville, KY",195.57999999999998,La Clippers,
Justise Winslow,s:40~l:46~a:3135047,7ff9912938d425a03f621ecc21ac00b4,3135047,"6' 6""",222 lbs,25,PF,20,"$3,902,439",03/26/96,https://a.espncdn.com/i/headshots/nba/players/full/3135047.png,Justise Winslow,6,Duke,"Houston, TX",198.12,La Clippers,
Ivica Zubac,s:40~l:46~a:4017837,314d5203a97339efad47e6bcd46f77fd,4017837,"7' 0""",240 lbs,24,C,40,"$7,518,518",03/18/97,https://a.espncdn.com/i/headshots/nba/players/full/4017837.png,Ivica Zubac,5,,"Mostar, Bosnia & Herzegovina",213.36,La Clippers,
Carmelo Anthony,s:40~l:46~a:1975,db501da06d65c25837a12cbe8e0f5fba,1975,"6' 7""",238 lbs,37,PF,7,"$1,669,178",05/29/84,https://a.espncdn.com/i/headshots/nba/players/full/1975.png,Carmelo Anthony,18,Syracuse,"Baltimore, MD",200.66,Los Angeles Lakers,
Trevor Ariza,s:40~l:46~a:2426,60b70b192f0ace9fc73c119a06adc631,2426,"6' 8""",215 lbs,36,SF,1,"$1,669,178",06/30/85,https://a.espncdn.com/i/headshots/nba/players/full/2426.png,Trevor Ariza,17,UCLA,"Los Angeles, CA",203.2,Los Angeles Lakers,L
Kent Bazemore,s:40~l:46~a:6637,1b9fcc3b945fa8c17aa9a72b5dab4fa5,6637,"6' 4""",195 lbs,32,SF,9,"$1,669,178",07/01/89,https://a.espncdn.com/i/headshots/nba/players/full/6637.png,Kent Bazemore,9,Old Dominion,"Kelford, NC",193.04,Los Angeles Lakers,
Avery Bradley,s:40~l:46~a:4240,e2442d126de660ce5937394b82c1715a,4240,"6' 3""",180 lbs,31,PG,20,"$1,669,178",11/26/90,https://a.espncdn.com/i/headshots/nba/players/full/4240.png,Avery Bradley,12,Texas,"Tacoma, WA",190.5,Los Angeles Lakers,
Chaundee Brown,s:40~l:46~a:4278045,c687f25b8fd5c7bee3229dc29a0f82c1,4278045,"6' 5""",215 lbs,23,G,38,,12/04/98,https://a.espncdn.com/i/headshots/nba/players/full/4278045.png,Chaundee Brown,0,Michigan,"Orlando, FL",195.57999999999998,Los Angeles Lakers,
Anthony Davis,s:40~l:46~a:6583,dcf631634dbfc59d19203ecc2f8bd5fb,6583,"6' 10""",253 lbs,28,PF,3,"$35,361,360",03/11/93,https://a.espncdn.com/i/headshots/nba/players/full/6583.png,Anthony Davis,9,Kentucky,"Chicago, IL",208.28,Los Angeles Lakers,B
Wayne Ellington,s:40~l:46~a:3981,f949acb663824b8f848b00730ad25325,3981,"6' 4""",207 lbs,34,SG,2,"$1,669,178",11/29/87,https://a.espncdn.com/i/headshots/nba/players/full/3981.png,Wayne Ellington,12,North Carolina,"Wynnewood, PA",193.04,Los Angeles Lakers,R
Dwight Howard,s:40~l:46~a:2384,3532d110b6c41d6be11685a7fbbee2de,2384,"6' 10""",265 lbs,35,C,39,"$1,669,178",12/08/85,https://a.espncdn.com/i/headshots/nba/players/full/2384.png,Dwight Howard,17,,"Atlanta, GA",208.28,Los Angeles Lakers,
Jay Huff,s:40~l:46~a:4065731,5fd0e0b4c4dc833b47a01227d6dc2da4,4065731,"7' 1""",240 lbs,23,C,34,0,08/25/98,https://a.espncdn.com/i/headshots/nba/players/full/4065731.png,Jay Huff,0,Virginia,"Durham, NC",215.9,Los Angeles Lakers,
LeBron James,s:40~l:46~a:1966,1f6592b3ff53d3218dc56038d48c1786,1966,"6' 9""",250 lbs,36,SF,6,"$41,180,544",12/30/84,https://a.espncdn.com/i/headshots/nba/players/full/1966.png,LeBron James,18,,"Akron, OH",205.74,Los Angeles Lakers,
DeAndre Jordan,s:40~l:46~a:3442,9c8e25a29e683ba859c8946b508a059e,3442,"6' 11""",265 lbs,33,C,10,"$1,669,178",07/21/88,https://a.espncdn.com/i/headshots/nba/players/full/3442.png,DeAndre Jordan,13,Texas A&M,"Houston, TX",210.82,Los Angeles Lakers,
Malik Monk,s:40~l:46~a:4066262,919db74b1f214955fa42446e67f7811c,4066262,"6' 3""",200 lbs,23,SG,11,"$1,669,178",02/04/98,https://a.espncdn.com/i/headshots/nba/players/full/4066262.png,Malik Monk,4,Kentucky,"Lepanto, AR",190.5,Los Angeles Lakers,
Kendrick Nunn,s:40~l:46~a:3056247,1b9cf1568fad5f2e8690c35912d79900,3056247,"6' 2""",190 lbs,26,G,12,"$5,000,000",08/03/95,https://a.espncdn.com/i/headshots/nba/players/full/3056247.png,Kendrick Nunn,2,Oakland,"Chicago, IL",187.96,Los Angeles Lakers,
Austin Reaves,s:40~l:46~a:4066457,8a9d9e1c6174000948833b4e16b492d0,4066457,"6' 5""",197 lbs,23,SG,15,0,05/29/98,https://a.espncdn.com/i/headshots/nba/players/full/4066457.png,Austin Reaves,0,Oklahoma,"Newark, AR",195.57999999999998,Los Angeles Lakers,
Rajon Rondo,s:40~l:46~a:3026,42b2f3db1c21dcb5f3584c91d74b4ffd,3026,"6' 1""",180 lbs,35,PG,4,"$1,669,178",02/22/86,https://a.espncdn.com/i/headshots/nba/players/full/3026.png,Rajon Rondo,15,Kentucky,"Louisville, KY",185.42,Los Angeles Lakers,
Russell Westbrook,s:40~l:46~a:3468,e849e50fb1b742561de2ca49862e218d,3468,"6' 3""",200 lbs,33,PG,0,"$44,211,146",11/12/88,https://a.espncdn.com/i/headshots/nba/players/full/3468.png,Russell Westbrook,13,UCLA,"Long Beach, CA",190.5,Los Angeles Lakers,
Deandre Ayton,s:40~l:46~a:4278129,9af41ea8a24c025fa63f8263fbf0ca66,4278129,"6' 11""",250 lbs,23,C,22,"$12,632,950",07/23/98,https://a.espncdn.com/i/headshots/nba/players/full/4278129.png,Deandre Ayton,2,Arizona,"Nassau, Bahamas",210.82,Phoenix Suns,
Devin Booker,s:40~l:46~a:3136193,493046d7fa60d8a11397b9a6dca8dedf,3136193,"6' 5""",206 lbs,25,SG,1,"$31,650,600",10/30/96,https://a.espncdn.com/i/headshots/nba/players/full/3136193.png,Devin Booker,5,Kentucky,"Grand Rapids, MI",195.57999999999998,Phoenix Suns,L
Mikal Bridges,s:40~l:46~a:3147657,cb79ebc7b282824752967b803d2cbc9e,3147657,"6' 6""",209 lbs,25,SF,25,"$5,557,725",08/30/96,https://a.espncdn.com/i/headshots/nba/players/full/3147657.png,Mikal Bridges,2,Villanova,"Malvern, PA",198.12,Phoenix Suns,
Jae Crowder,s:40~l:46~a:6581,9e192487c812d5d0ef90d932072ad833,6581,"6' 6""",235 lbs,31,PF,99,"$9,720,900",07/06/90,https://a.espncdn.com/i/headshots/nba/players/full/6581.png,Jae Crowder,8,Marquette,"Villa Rica, GA",198.12,Phoenix Suns,
Chandler Hutchison,s:40~l:46~a:3149010,0bbef0d6e2d16753f4220deaba4baea8,3149010,"6' 6""",210 lbs,25,SF,35,"$4,019,459",04/26/96,https://a.espncdn.com/i/headshots/nba/players/full/3149010.png,Chandler Hutchison,3,Boise State,"Mission Viejo, CA",198.12,Phoenix Suns,
Cameron Johnson,s:40~l:46~a:3138196,52d9a7a40beea926a5fdf2ecb96eaa95,3138196,"6' 8""",210 lbs,25,SF,23,"$4,437,000",03/03/96,https://a.espncdn.com/i/headshots/nba/players/full/3138196.png,Cameron Johnson,1,North Carolina,"Moon Township, PA",203.2,Phoenix Suns,
Frank Kaminsky,s:40~l:46~a:2579294,f9dd05361090a62cfa77ae7a119a8e88,2579294,"7' 0""",240 lbs,28,PF,8,"$1,669,178",04/04/93,https://a.espncdn.com/i/headshots/nba/players/full/2579294.png,Frank Kaminsky,5,Wisconsin,"Lisle, IL",213.36,Phoenix Suns,
JaVale McGee,s:40~l:46~a:3452,98d52496d7a19d8dd9a8bbd1fc5e362d,3452,"7' 0""",270 lbs,33,C,00,"$5,000,000",01/19/88,https://a.espncdn.com/i/headshots/nba/players/full/3452.png,JaVale McGee,14,Nevada,"Flint, MI",213.36,Phoenix Suns,
Abdel Nader,s:40~l:46~a:2595435,0046bb98c4e9bd5b878ea3a3f336c411,2595435,"6' 5""",225 lbs,28,SF,11,"$2,000,000",09/25/93,https://a.espncdn.com/i/headshots/nba/players/full/2595435.png,Abdel Nader,3,Iowa State,"Alexandria, Egypt",195.57999999999998,Phoenix Suns,
Chris Paul,s:40~l:46~a:2779,63c7648a60bac799d355f7f1d43f3a55,2779,"6' 0""",175 lbs,36,PG,3,"$30,000,000",05/06/85,https://a.espncdn.com/i/headshots/nba/players/full/2779.png,Chris Paul,15,Wake Forest,"Winston-Salem, NC",182.88,Phoenix Suns,B
Cameron Payne,s:40~l:46~a:3064230,973fd4401804fd3ba70b7a5be2996764,3064230,"6' 1""",183 lbs,27,PG,15,"$6,500,000",08/08/94,https://a.espncdn.com/i/headshots/nba/players/full/3064230.png,Cameron Payne,5,Murray State,"Bartlett, TN",185.42,Phoenix Suns,
Elfrid Payton,s:40~l:46~a:2583639,e2160cce28c6ea0ef083f0845a0951e6,2583639,"6' 3""",195 lbs,27,PG,2,"$1,669,178",02/22/94,https://a.espncdn.com/i/headshots/nba/players/full/2583639.png,Elfrid Payton,5,Louisiana-Lafayette,"Gretna, LA",190.5,Phoenix Suns,R
Dario Saric,s:40~l:46~a:3032978,ec510d5f3cb7033bef466f3f331f0710,3032978,"6' 10""",225 lbs,27,PF,20,"$8,510,000",04/08/94,https://a.espncdn.com/i/headshots/nba/players/full/3032978.png,Dario Saric,4,,"Sibenik, Croatia",208.28,Phoenix Suns,
Landry Shamet,s:40~l:46~a:3914044,69fd7509a4ad0c68925249708020e668,3914044,"6' 4""",190 lbs,24,SG,14,"$3,768,342",03/13/97,https://a.espncdn.com/i/headshots/nba/players/full/3914044.png,Landry Shamet,2,Wichita State,"Kansas City, MO",193.04,Phoenix Suns,
Jalen Smith,s:40~l:46~a:4397189,458411c9ee620ad575bb07fbd4864609,4397189,"6' 10""",215 lbs,21,PF,10,"$4,458,000",03/16/00,https://a.espncdn.com/i/headshots/nba/players/full/4397189.png,Jalen Smith,0,Maryland,"Baltimore, MD",208.28,Phoenix Suns,
Ish Wainright,s:40~l:46~a:3059307,2818174f60b9996e262c1ec98a7bddff,3059307,"6' 5""",250 lbs,27,F,12,,09/12/94,https://a.espncdn.com/i/headshots/nba/players/full/3059307.png,Ish Wainright,0,Baylor,"Kansas City, MO",195.57999999999998,Phoenix Suns,
Harrison Barnes,s:40~l:46~a:6578,2a44393ff19d019efc9a3153d1ff0197,6578,"6' 8""",225 lbs,29,SF,40,"$20,284,091",05/30/92,https://a.espncdn.com/i/headshots/nba/players/full/6578.png,Harrison Barnes,9,North Carolina,"Ames, IA",203.2,Sacramento Kings,
Terence Davis,s:40~l:46~a:3919454,063803e61039bb717172aa9fe499dbe5,3919454,"6' 4""",201 lbs,24,SG,3,"$4,000,000",05/16/97,https://a.espncdn.com/i/headshots/nba/players/full/3919454.png,Terence Davis,2,Ole Miss,"Southaven, MS",193.04,Sacramento Kings,B
